عدد قراء حفص الكاملين: 96
سيتم إنشاء الملفات داخل: timings_hafs_114

📖 تحميل توقيتات السورة 001 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=7
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=165
  ✅ read=50 | عبدالبارئ محمد | ayat=165
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=166
  ✅ read=54 | عبدالرحمن السديس | ayat=165
  ✅ read=55 | عبدالعزيز الأحمد | ayat=165
  ✅ read=56 | عبدالعزيز الزهراني | ayat=165
  ✅ read=58 | عبدالله البعيجان | ayat=165
  ✅ read=59 | عبدالله المطرود | ayat=165
  ✅ read=60 | عبدالله بصفر | ayat=166
  ✅ read=61 | عبدالله خياط | ayat=165
  ✅ read=62 | عبدالله عواد الجهني | ayat=166
  ✅ read=66 | عبدالمحسن الحارثي | ayat=165
  ✅ read=67 | عبدالمحسن القاسم | ayat=166
  ✅ read=69 | عبدالمحسن العبيكان | ayat=165
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=165
  ✅ read=71 | عبدالودود حنيف | ayat=165
  ✅ read=72 | عبدالولي الأركاني | ayat=165
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=165
  ✅ read=76 | علي جابر | ayat=165
  ✅ read=77 | علي حجاج السويسي | ayat=166
  ✅ read=78 | عماد زهير حافظ | ayat=166
  ✅ read=81 | فارس عباد | ayat=165
  ✅ read=86 | ناصر القطامي | ayat=165
  ✅ read=87 | نبيل الرفاعي | ayat=165
  ✅ read=88 | نعمة الحسان | ayat=165
  ✅ read=89 | هاني الرفاعي | ayat=165
  ✅ read=92 | ياسر الدوسري | ayat=165
  ✅ read=106 | محمد الطبلاوي | ayat=166
  ✅ read=109 | محمد أيوب | ayat=165
  ✅ read=110 | محمد صالح عالم شاه | ayat=165
  ✅ read=112 | محمد صديق المنشاوي | ayat=166
  ✅ read=115 | محمد عبدالكريم | ayat=165
  ✅ read=118 | محمود خليل الحصري | ayat=166
  ✅ read=123 | مشاري العفاسي | ayat=165
  ✅ read=139 | ماجد الزامل | ayat=165
  ✅ read=159 | خالد المهنا | ayat=166
  ✅ read=181 | جمعان العصيمي | ayat=165
  ✅ read=193 | يوسف بن نوح أحمد | ayat=165
  ✅ read=198 | محمد رشاد الشريف | ayat=165
  ✅ read=201 | أحمد الطرابلسي | ayat=165
  ✅ read=203 | أحمد عامر | ayat=165
  ✅ read=217 | بندر بليله | ayat=165
  ✅ read=219 | وديع اليمني | ayat=165
  ✅ read=221 | رعد محمد الكردي | ayat=165
  ✅ read=225 | عبدالرحمن العوسي | ayat=165
  ✅ read=229 | محمد خليل القارئ | ayat=165
  ✅ read=232 | إبراهيم الدوسري | ayat=165
  ✅ read=236 | عبدالرحمن الماجد | ayat=165
  ✅ read=243 | عبدالله الموسى | ayat=165
  ✅ read=244 | عبدالله الخلف | ayat=165
  ✅ read=245 | منصور السالمي | ayat=165
  ✅ read=250 | محمد البخيت | ayat=165
  ✅ read=256 | أحمد خليل شاهين | ayat=165
  ✅ read=258 | عبدالرشيد صوفي | ayat=165
  ✅ read=259 | أحمد النفيس | ayat=165
  ✅ read=265 | أحمد ديبان | ayat=165
  ✅ read=268 | بيشه وا قادر الكردي | ayat=165
  ✅ read=273 | هيثم الدخين | ayat=165
  ✅ read=282 | عبدالعزيز التركي | ayat=165
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=165
  ✅ read=294 | سيد أحمد هاشمي | ayat=165
  ✅ read=295 | خالد كريم محمدي | ayat=165
  ✅ read=299 | حسن صالح | ayat=165
  ✅ read=300 | صالح الشمراني | ayat=165
  ✅ read=303 | عيسى عمر سناكو | ayat=165
  ✅ read=314 | أنس العمادي | ayat=165
  ✅ read=340 | محمد برهجي | ayat=165
  ✅ read=10905 | حسن الدغريري | ayat=165
✅ تم إنشاء: timings_hafs_114/timing_006.json

📖 تحميل توقيتات السورة 007 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=207
  ✅ read=3 | إبراهيم العسيري | ayat=206
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=206
  ✅ read=5 | أحمد بن علي العجمي | ayat=207
  ✅ read=6 | أحمد الحواشي | ayat=206
  ✅ read=8 | أحمد صابر | ayat=206
  ✅ read=9 | أحمد نعينع | ayat=207
  ✅ read=10 | أكرم العلاقمي | ayat=207
  ✅ read=12 | إدريس أبكر | ayat=206
  ✅ read=13 | الزين محمد أحمد | ayat=206
  ✅ read=17 | توفيق الصايغ | ayat=206
  ✅ read=20 | خالد الجليل | ayat=206
  ✅ read=21 | خالد القحطاني | ayat=206
  ✅ read=22 | خالد عبدالكافي | ayat=206
  ✅ read=24 | خليفة الطنيجي | ayat=206
  ✅ read=25 | داود حمزة | ayat=206
  ✅ read=30 | سعد الغامدي | ayat=206
  ✅ read=31 | سعود الشريم | ayat=207
  ✅ read=32 | سهل ياسين | ayat=207
  ✅ read=33 | زكي داغستاني | ayat=206
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=206
  ✅ read=39 | صابر عبدالحكم | ayat=206
  ✅ read=40 | صالح الصاهود | ayat=206
  ✅ read=42 | صالح الهبدان | ayat=206
  ✅ read=43 | صلاح البدير | ayat=206
  ✅ read=44 | صلاح الهاشم | ayat=206
  ✅ read=46 | صلاح بو خاطر | ayat=206
  ✅ read=48 | عادل ريان | ayat=206
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=206
  ✅ read=50 | عبدالبارئ محمد | ayat=206
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=207
  ✅ read=54 | عبدالرحمن السديس | ayat=206
  ✅ read=55 | عبدالعزيز الأحمد | ayat=206
  ✅ read=56 | عبدالعزيز الزهراني | ayat=206
  ✅ read=58 | عبدالله البعيجان | ayat=206
  ✅ read=59 | عبدالله المطرود | ayat=206
  ✅ read=60 | عبدالله بصفر | ayat=207
  ✅ read=61 | عبدالله خياط | ayat=206
  ✅ read=62 | عبدالله عواد الجهني | ayat=207
  ✅ read=66 | عبدالمحسن الحارثي | ayat=206
  ✅ read=67 | عبدالمحسن القاسم | ayat=207
  ✅ read=69 | عبدالمحسن العبيكان | ayat=206
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=206
  ✅ read=71 | عبدالودود حنيف | ayat=206
  ✅ read=72 | عبدالولي الأركاني | ayat=206
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=206
  ✅ read=76 | علي جابر | ayat=206
  ✅ read=77 | علي حجاج السويسي | ayat=207
  ✅ read=78 | عماد زهير حافظ | ayat=207
  ✅ read=81 | فارس عباد | ayat=206
  ✅ read=86 | ناصر القطامي | ayat=206
  ✅ read=87 | نبيل الرفاعي | ayat=206
  ✅ read=88 | نعمة الحسان | ayat=206
  ✅ read=89 | هاني الرفاعي | ayat=206
  ✅ read=92 | ياسر الدوسري | ayat=206
  ✅ read=106 | محمد الطبلاوي | ayat=207
  ✅ read=109 | محمد أيوب | ayat=206
  ✅ read=110 | محمد صالح عالم شاه | ayat=206
  ✅ read=112 | محمد صديق المنشاوي | ayat=207
  ✅ read=115 | محمد عبدالكريم | ayat=206
  ✅ read=118 | محمود خليل الحصري | ayat=207
  ✅ read=123 | مشاري العفاسي | ayat=206
  ✅ read=139 | ماجد الزامل | ayat=206
  ✅ read=159 | خالد المهنا | ayat=207
  ✅ read=181 | جمعان العصيمي | ayat=206
  ✅ read=193 | يوسف بن نوح أحمد | ayat=206
  ✅ read=198 | محمد رشاد الشريف | ayat=206
  ✅ read=201 | أحمد الطرابلسي | ayat=206
  ✅ read=203 | أحمد عامر | ayat=206
  ✅ read=217 | بندر بليله | ayat=206
  ✅ read=219 | وديع اليمني | ayat=206
  ✅ read=221 | رعد محمد الكردي | ayat=206
  ✅ read=225 | عبدالرحمن العوسي | ayat=206
  ✅ read=229 | محمد خليل القارئ | ayat=206
  ✅ read=232 | إبراهيم الدوسري | ayat=206
  ✅ read=236 | عبدالرحمن الماجد | ayat=206
  ✅ read=243 | عبدالله الموسى | ayat=206
  ✅ read=244 | عبدالله الخلف | ayat=206
  ✅ read=245 | منصور السالمي | ayat=206
  ✅ read=250 | محمد البخيت | ayat=206
  ✅ read=256 | أحمد خليل شاهين | ayat=206
  ✅ read=258 | عبدالرشيد صوفي | ayat=206
  ✅ read=259 | أحمد النفيس | ayat=206
  ✅ read=265 | أحمد ديبان | ayat=206
  ✅ read=268 | بيشه وا قادر الكردي | ayat=206
  ✅ read=273 | هيثم الدخين | ayat=206
  ✅ read=282 | عبدالعزيز التركي | ayat=206
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=206
  ✅ read=294 | سيد أحمد هاشمي | ayat=206
  ✅ read=295 | خالد كريم محمدي | ayat=206
  ✅ read=299 | حسن صالح | ayat=206
  ✅ read=300 | صالح الشمراني | ayat=206
  ✅ read=303 | عيسى عمر سناكو | ayat=206
  ✅ read=314 | أنس العمادي | ayat=206
  ✅ read=340 | محمد برهجي | ayat=206
  ✅ read=10905 | حسن الدغريري | ayat=206
✅ تم إنشاء: timings_hafs_114/timing_007.json

📖 تحميل توقيتات السورة 008 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=76
  ✅ read=3 | إبراهيم العسيري | ayat=75
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=75
  ✅ read=5 | أحمد بن علي العجمي | ayat=76
  ✅ read=6 | أحمد الحواشي | ayat=75
  ✅ read=8 | أحمد صابر | ayat=75
  ✅ read=9 | أحمد نعينع | ayat=76
  ✅ read=10 | أكرم العلاقمي | ayat=76
  ✅ read=12 | إدريس أبكر | ayat=75
  ✅ read=13 | الزين محمد أحمد | ayat=75
  ✅ read=17 | توفيق الصايغ | ayat=75
  ✅ read=20 | خالد الجليل | ayat=75
  ✅ read=21 | خالد القحطاني | ayat=75
  ✅ read=22 | خالد عبدالكافي | ayat=75
  ✅ read=24 | خليفة الطنيجي | ayat=75
  ✅ read=25 | داود حمزة | ayat=75
  ✅ read=30 | سعد الغامدي | ayat=75
  ✅ read=31 | سعود الشريم | ayat=76
  ✅ read=32 | سهل ياسين | ayat=76
  ✅ read=33 | زكي داغستاني | ayat=75
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=75
  ✅ read=39 | صابر عبدالحكم | ayat=75
  ✅ read=40 | صالح الصاهود | ayat=75
  ✅ read=42 | صالح الهبدان | ayat=75
  ✅ read=43 | صلاح البدير | ayat=75
  ✅ read=44 | صلاح الهاشم | ayat=75
  ✅ read=46 | صلاح بو خاطر | ayat=75
  ✅ read=48 | عادل ريان | ayat=75
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=75
  ✅ read=50 | عبدالبارئ محمد | ayat=75
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=76
  ✅ read=54 | عبدالرحمن السديس | ayat=75
  ✅ read=55 | عبدالعزيز الأحمد | ayat=75
  ✅ read=56 | عبدالعزيز الزهراني | ayat=75
  ✅ read=58 | عبدالله البعيجان | ayat=75
  ✅ read=59 | عبدالله المطرود | ayat=75
  ✅ read=60 | عبدالله بصفر | ayat=76
  ✅ read=61 | عبدالله خياط | ayat=75
  ✅ read=62 | عبدالله عواد الجهني | ayat=76
  ✅ read=66 | عبدالمحسن الحارثي | ayat=75
  ✅ read=67 | عبدالمحسن القاسم | ayat=76
  ✅ read=69 | عبدالمحسن العبيكان | ayat=75
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=75
  ✅ read=71 | عبدالودود حنيف | ayat=75
  ✅ read=72 | عبدالولي الأركاني | ayat=75
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=75
  ✅ read=76 | علي جابر | ayat=75
  ✅ read=77 | علي حجاج السويسي | ayat=76
  ✅ read=78 | عماد زهير حافظ | ayat=76
  ✅ read=81 | فارس عباد | ayat=75
  ✅ read=86 | ناصر القطامي | ayat=75
  ✅ read=87 | نبيل الرفاعي | ayat=75
  ✅ read=88 | نعمة الحسان | ayat=75
  ✅ read=89 | هاني الرفاعي | ayat=75
  ✅ read=92 | ياسر الدوسري | ayat=75
  ✅ read=106 | محمد الطبلاوي | ayat=76
  ✅ read=109 | محمد أيوب | ayat=75
  ✅ read=110 | محمد صالح عالم شاه | ayat=75
  ✅ read=112 | محمد صديق المنشاوي | ayat=76
  ✅ read=115 | محمد عبدالكريم | ayat=75
  ✅ read=118 | محمود خليل الحصري | ayat=76
  ✅ read=123 | مشاري العفاسي | ayat=75
  ✅ read=139 | ماجد الزامل | ayat=75
  ✅ read=159 | خالد المهنا | ayat=76
  ✅ read=181 | جمعان العصيمي | ayat=75
  ✅ read=193 | يوسف بن نوح أحمد | ayat=75
  ✅ read=198 | محمد رشاد الشريف | ayat=75
  ✅ read=201 | أحمد الطرابلسي | ayat=75
  ✅ read=203 | أحمد عامر | ayat=75
  ✅ read=217 | بندر بليله | ayat=75
  ✅ read=219 | وديع اليمني | ayat=75
  ✅ read=221 | رعد محمد الكردي | ayat=75
  ✅ read=225 | عبدالرحمن العوسي | ayat=75
  ✅ read=229 | محمد خليل القارئ | ayat=75
  ✅ read=232 | إبراهيم الدوسري | ayat=75
  ✅ read=236 | عبدالرحمن الماجد | ayat=75
  ✅ read=243 | عبدالله الموسى | ayat=75
  ✅ read=244 | عبدالله الخلف | ayat=75
  ✅ read=245 | منصور السالمي | ayat=75
  ✅ read=250 | محمد البخيت | ayat=75
  ✅ read=256 | أحمد خليل شاهين | ayat=75
  ✅ read=258 | عبدالرشيد صوفي | ayat=75
  ✅ read=259 | أحمد النفيس | ayat=75
  ✅ read=265 | أحمد ديبان | ayat=75
  ✅ read=268 | بيشه وا قادر الكردي | ayat=75
  ✅ read=273 | هيثم الدخين | ayat=75
  ✅ read=282 | عبدالعزيز التركي | ayat=75
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=75
  ✅ read=294 | سيد أحمد هاشمي | ayat=75
  ✅ read=295 | خالد كريم محمدي | ayat=75
  ✅ read=299 | حسن صالح | ayat=75
  ✅ read=300 | صالح الشمراني | ayat=75
  ✅ read=303 | عيسى عمر سناكو | ayat=75
  ✅ read=314 | أنس العمادي | ayat=75
  ✅ read=340 | محمد برهجي | ayat=75
  ✅ read=10905 | حسن الدغريري | ayat=75
✅ تم إنشاء: timings_hafs_114/timing_008.json

📖 تحميل توقيتات السورة 009 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=129
  ✅ read=3 | إبراهيم العسيري | ayat=129
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=129
  ✅ read=5 | أحمد بن علي العجمي | ayat=130
  ✅ read=6 | أحمد الحواشي | ayat=129
  ✅ read=8 | أحمد صابر | ayat=129
  ✅ read=9 | أحمد نعينع | ayat=130
  ✅ read=10 | أكرم العلاقمي | ayat=130
  ✅ read=12 | إدريس أبكر | ayat=129
  ✅ read=13 | الزين محمد أحمد | ayat=129
  ✅ read=17 | توفيق الصايغ | ayat=129
  ✅ read=20 | خالد الجليل | ayat=129
  ✅ read=21 | خالد القحطاني | ayat=129
  ✅ read=22 | خالد عبدالكافي | ayat=129
  ✅ read=24 | خليفة الطنيجي | ayat=129
  ✅ read=25 | داود حمزة | ayat=129
  ✅ read=30 | سعد الغامدي | ayat=129
  ✅ read=31 | سعود الشريم | ayat=129
  ✅ read=32 | سهل ياسين | ayat=130
  ✅ read=33 | زكي داغستاني | ayat=129
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=129
  ✅ read=39 | صابر عبدالحكم | ayat=129
  ✅ read=40 | صالح الصاهود | ayat=129
  ✅ read=42 | صالح الهبدان | ayat=129
  ✅ read=43 | صلاح البدير | ayat=129
  ✅ read=44 | صلاح الهاشم | ayat=129
  ✅ read=46 | صلاح بو خاطر | ayat=129
  ✅ read=48 | عادل ريان | ayat=129
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=129
  ✅ read=50 | عبدالبارئ محمد | ayat=129
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=130
  ✅ read=54 | عبدالرحمن السديس | ayat=129
  ✅ read=55 | عبدالعزيز الأحمد | ayat=129
  ✅ read=56 | عبدالعزيز الزهراني | ayat=129
  ✅ read=58 | عبدالله البعيجان | ayat=129
  ✅ read=59 | عبدالله المطرود | ayat=129
  ✅ read=60 | عبدالله بصفر | ayat=129
  ✅ read=61 | عبدالله خياط | ayat=129
  ✅ read=62 | عبدالله عواد الجهني | ayat=130
  ✅ read=66 | عبدالمحسن الحارثي | ayat=129
  ✅ read=67 | عبدالمحسن القاسم | ayat=130
  ✅ read=69 | عبدالمحسن العبيكان | ayat=129
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=129
  ✅ read=71 | عبدالودود حنيف | ayat=129
  ✅ read=72 | عبدالولي الأركاني | ayat=129
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=129
  ✅ read=76 | علي جابر | ayat=129
  ✅ read=77 | علي حجاج السويسي | ayat=130
  ✅ read=78 | عماد زهير حافظ | ayat=129
